"","X","Genome","Order","Family","Genus","VC","VC.Status","Size","VC.Subcluster","VC.Subcluster.Size","Quality","Adj.P.value","Topology.Confidence.Score","Genera.in.VC","Families.in.VC","Orders.in.VC","Genus.Confidence.Score"
"2031",591,"Escherichia~phage~JES2013","Caudovirales","Myoviridae","V5virus","","Overlap (VC_215/VC_216)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2032",612,"Escherichia~phage~Pollock","Caudovirales","Podoviridae","Sp58virus","","Overlap (VC_7/VC_11)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2033",616,"Escherichia~phage~Seurat","Caudovirales","Siphoviridae","Seuratvirus","","Overlap (VC_3/VC_14)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2034",621,"Escherichia~phage~V5","Caudovirales","Myoviridae","V5virus","","Overlap (VC_215/VC_216)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2035",632,"Escherichia~phage~slur01","Unassigned","Unassigned","Unassigned","","Overlap (VC_3/VC_14)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2036",638,"Escherichia~phage~slur16","Unassigned","Unassigned","Unassigned","","Overlap (VC_215/VC_216)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2037",668,"Escherichia~virus~BZ13","Unassigned","Leviviridae","Levivirus","","Overlap (VC_180/VC_181)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2038",682,"Escherichia~virus~MS2","Unassigned","Leviviridae","Levivirus","","Overlap (VC_180/VC_181)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2039",684,"Escherichia~virus~N15","Caudovirales","Siphoviridae","N15virus","","Overlap (VC_63/VC_136/VC_169/VC_226)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2040",695,"Flavobacterium~phage~11b","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2041",719,"Gokushovirinae~GAIR4","Unassigned","Unassigned","Unassigned","","Singleton",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2042",720,"Gokushovirinae~GNX3R","Unassigned","Unassigned","Unassigned","","Singleton",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2043",722,"Gordonia~phage~Bantam","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2044",735,"Gordonia~phage~Eyre","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2045",739,"Gordonia~phage~GMA4","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2046",741,"Gordonia~phage~GMA6","Unassigned","Unassigned","Unassigned","","Singleton",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2047",750,"Gordonia~phage~Ghobes","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2048",758,"Gordonia~phage~JSwag","Unassigned","Unassigned","Unassigned","","Overlap (VC_269/VC_270)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2049",760,"Gordonia~phage~KatherineG","Unassigned","Unassigned","Unassigned","","Overlap (VC_269/VC_270)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2050",766,"Gordonia~phage~Nyceirae","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2051",770,"Gordonia~phage~Orchid","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2052",772,"Gordonia~phage~Remus","Unassigned","Unassigned","Unassigned","","Overlap (VC_269/VC_270)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2053",773,"Gordonia~phage~Rosalind","Unassigned","Unassigned","Unassigned","","Overlap (VC_269/VC_270)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2054",777,"Gordonia~phage~Soups","Caudovirales","Siphoviridae","Soupsvirus","","Overlap (VC_269/VC_270)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2055",779,"Gordonia~phage~Terapin","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2056",788,"Gordonia~phage~Yvonnetastic","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2057",794,"Haemophilus~phage~SuMu","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2058",802,"Halogeometricum~pleomorphic~virus~1","Unassigned","Pleolipoviridae","Betapleolipovirus","","Singleton",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2059",803,"Halomonas~phage~phiHAP-1","Caudovirales","Myoviridae","Hapunavirus","","Overlap (VC_67/VC_82)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2060",806,"Halorubrum~pleomorphic~virus~1","Unassigned","Pleolipoviridae","Alphapleolipovirus","","Overlap (VC_275/VC_276)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2061",807,"Halorubrum~pleomorphic~virus~2","Unassigned","Pleolipoviridae","Alphapleolipovirus","","Overlap (VC_275/VC_276)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2062",808,"Halorubrum~pleomorphic~virus~3","Unassigned","Pleolipoviridae","Betapleolipovirus","","Singleton",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2063",809,"Halorubrum~pleomorphic~virus~6","Unassigned","Pleolipoviridae","Alphapleolipovirus","","Overlap (VC_275/VC_276)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2064",814,"Halovirus~HGTV-1","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2065",815,"Halovirus~HHTV-1","Unassigned","Unassigned","Unassigned","","Singleton",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2066",817,"Halovirus~HRTV-4","Unassigned","Unassigned","Unassigned","","Singleton",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2067",819,"Halovirus~HRTV-7","Unassigned","Unassigned","Unassigned","","Overlap (VC_278/VC_279)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2068",821,"Halovirus~HSTV-1","Unassigned","Unassigned","Unassigned","","Singleton",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2069",822,"Halovirus~HSTV-2","Unassigned","Unassigned","Unassigned","","Overlap (VC_278/VC_279)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2070",824,"Halovirus~VNH-1","Unassigned","Unassigned","Unassigned","","Singleton",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2071",830,"His~1~virus","Unassigned","Unassigned","Salterprovirus","","Singleton",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2072",831,"His2~virus","Unassigned","Pleolipoviridae","Gammapleolipovirus","","Singleton",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2073",832,"Hydrogenobaculum~phage~1","Unassigned","Unassigned","Unassigned","","Singleton",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2074",833,"Hyperthermophilic~Archaeal~Virus~1","Unassigned","Unassigned","Unassigned","","Singleton",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2075",834,"Hyperthermophilic~Archaeal~Virus~2","Unassigned","Unassigned","Unassigned","","Singleton",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2076",835,"Idiomarinaceae~phage~1N2-2","Unassigned","Unassigned","Unassigned","","Overlap (VC_153/VC_155/VC_238)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2077",845,"Klebsiella~phage~K64-1","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2078",861,"Klebsiella~phage~phiKO2","Unassigned","Unassigned","Unassigned","","Overlap (VC_63/VC_169)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2079",870,"Lactobacillus~phage~CL1","Unassigned","Unassigned","Unassigned","","Overlap (VC_123/VC_149)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2080",871,"Lactobacillus~phage~CL2","Unassigned","Unassigned","Unassigned","","Overlap (VC_123/VC_149)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2081",882,"Lactobacillus~phage~Ldl1","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2082",883,"Lactobacillus~phage~LfeInf","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2083",884,"Lactobacillus~phage~LfeSau","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2084",886,"Lactobacillus~phage~Lv-1","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2085",889,"Lactobacillus~phage~PLE3","Unassigned","Unassigned","Unassigned","","Overlap (VC_123/VC_149)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2086",890,"Lactobacillus~phage~Sha1","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2087",892,"Lactobacillus~phage~iLp1308","Unassigned","Unassigned","Unassigned","","Overlap (VC_123/VC_149)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2088",893,"Lactobacillus~phage~iLp84","Unassigned","Unassigned","Unassigned","","Overlap (VC_123/VC_149)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2089",900,"Lactobacillus~phage~phiadh","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2090",901,"Lactobacillus~phage~phig1e","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2091",903,"Lactobacillus~prophage~Lj928","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2092",904,"Lactobacillus~prophage~Lj965","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2093",907,"Lactobacillus~virus~LP65","Caudovirales","Myoviridae","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2094",908,"Lactobacillus~virus~Lb338-1","Caudovirales","Myoviridae","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2095",913,"Lactococcus~phage~1706","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2096",914,"Lactococcus~phage~28201","Unassigned","Unassigned","Unassigned","","Overlap (VC_282/VC_285)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2097",916,"Lactococcus~phage~50101","Unassigned","Unassigned","Unassigned","","Overlap (VC_245/VC_285)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2098",917,"Lactococcus~phage~63301","Unassigned","Unassigned","Unassigned","","Overlap (VC_245/VC_285)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2099",919,"Lactococcus~phage~98201","Unassigned","Unassigned","Unassigned","","Overlap (VC_282/VC_285)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2100",929,"Lactococcus~phage~P087","Unassigned","Unassigned","Unassigned","","Singleton",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2101",935,"Lactococcus~phage~PLgT-1","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2102",937,"Lactococcus~phage~TP901-1","Unassigned","Unassigned","Unassigned","","Overlap (VC_104/VC_285)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2103",938,"Lactococcus~phage~Tuc2009","Unassigned","Unassigned","Unassigned","","Overlap (VC_104/VC_285)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2104",945,"Lactococcus~phage~bIL311","Unassigned","Unassigned","Unassigned","","Singleton",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2105",946,"Lactococcus~phage~bIL312","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2106",951,"Lactococcus~phage~phiLC3","Unassigned","Unassigned","Unassigned","","Overlap (VC_245/VC_285)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2107",952,"Lactococcus~phage~r1t","Unassigned","Unassigned","Unassigned","","Overlap (VC_245/VC_285)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2108",953,"Lactococcus~phage~ul36","Unassigned","Unassigned","Unassigned","","Overlap (VC_104/VC_285)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2109",959,"Lactococcus~virus~KSY1","Caudovirales","Podoviridae","Unassigned","","Singleton",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2110",984,"Listeria~phage~A006","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2111",1005,"Listeria~phage~WIL-1","Caudovirales","Myoviridae","P100virus","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2112",1010,"Listonella~phage~phiHSIC","Unassigned","Unassigned","Unassigned","","Overlap (VC_154/VC_155)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2113",1011,"Loktanella~phage~pCB2051-A","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2114",1013,"Mannheimia~phage~vB_MhM_3927AP2","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2115",1019,"Marinomonas~phage~P12026","Unassigned","Unassigned","Unassigned","","Overlap (VC_153/VC_155/VC_238)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2116",1020,"Mesorhizobium~phage~vB_MloP_Lo5R7ANS","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2117",1021,"Metallosphaera~turreted~icosahedral~virus","Unassigned","Unassigned","Unassigned","","Singleton",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2118",1024,"Microbacterium~phage~Min1","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2119",1038,"Microviridae~Fen7940_21","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2120",1039,"Microviridae~IME-16","Unassigned","Unassigned","Unassigned","","Singleton",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2121",1040,"Microviridae~phi-CA82","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2122",1046,"Mycobacterium~phage~39HC","Unassigned","Unassigned","Unassigned","","Overlap (VC_52/VC_54)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2123",1049,"Mycobacterium~phage~Adawi","Caudovirales","Siphoviridae","Coopervirus","","Overlap (VC_52/VC_54)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2124",1050,"Mycobacterium~phage~Adler","Unassigned","Unassigned","Unassigned","","Singleton",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2125",1053,"Mycobacterium~phage~Akoma","Unassigned","Unassigned","Unassigned","","Overlap (VC_52/VC_53/VC_54)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2126",1070,"Mycobacterium~phage~Baee","Caudovirales","Siphoviridae","Acadianvirus","","Overlap (VC_52/VC_54)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2127",1071,"Mycobacterium~phage~Bane1","Caudovirales","Siphoviridae","Coopervirus","","Overlap (VC_52/VC_54)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2128",1077,"Mycobacterium~phage~Bernardo","Caudovirales","Siphoviridae","Pipefishvirus","","Overlap (VC_52/VC_53/VC_54)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2129",1080,"Mycobacterium~phage~Bipper","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2130",1085,"Mycobacterium~phage~BrownCNA","Caudovirales","Siphoviridae","Coopervirus","","Overlap (VC_52/VC_54)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2131",1102,"Mycobacterium~phage~Chadwick","Unassigned","Unassigned","Unassigned","","Overlap (VC_271/VC_272)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2132",1109,"Mycobacterium~phage~Conspiracy","Unassigned","Unassigned","Unassigned","","Overlap (VC_271/VC_272)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2133",1111,"Mycobacterium~phage~Cooper","Caudovirales","Siphoviridae","Coopervirus","","Overlap (VC_52/VC_54)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2134",1114,"Mycobacterium~phage~DS6A","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2135",1120,"Mycobacterium~phage~Dori","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2136",1139,"Mycobacterium~phage~Fredward","Unassigned","Unassigned","Unassigned","","Overlap (VC_271/VC_272)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2137",1140,"Mycobacterium~phage~Gadjet","Caudovirales","Siphoviridae","Pipefishvirus","","Overlap (VC_52/VC_53/VC_54)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2138",1141,"Mycobacterium~phage~Gaia","Caudovirales","Siphoviridae","Gaiavirus","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2139",1155,"Mycobacterium~phage~Hosp","Unassigned","Unassigned","Unassigned","","Overlap (VC_52/VC_54)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2140",1160,"Mycobacterium~phage~JAMaL","Caudovirales","Siphoviridae","Coopervirus","","Overlap (VC_52/VC_54)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2141",1165,"Mycobacterium~phage~Jolie1","Unassigned","Unassigned","Unassigned","","Overlap (VC_52/VC_54)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2142",1167,"Mycobacterium~phage~Jovo","Unassigned","Unassigned","Unassigned","","Overlap (VC_271/VC_272)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2143",1169,"Mycobacterium~phage~KayaCho","Unassigned","Unassigned","Unassigned","","Overlap (VC_52/VC_54)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2144",1181,"Mycobacterium~phage~LittleCherry","Unassigned","Unassigned","Unassigned","","Overlap (VC_271/VC_272)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2145",1197,"Mycobacterium~phage~MosMoris","Caudovirales","Siphoviridae","Marvinvirus","","Overlap (VC_258/VC_299)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2146",1203,"Mycobacterium~phage~Myrna","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2147",1210,"Mycobacterium~phage~Nigel","Caudovirales","Siphoviridae","Coopervirus","","Overlap (VC_52/VC_54)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2148",1224,"Mycobacterium~phage~Papyrus","Caudovirales","Siphoviridae","Send513virus","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2149",1230,"Mycobacterium~phage~Phaedrus","Unassigned","Unassigned","Unassigned","","Overlap (VC_52/VC_53/VC_54)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2150",1236,"Mycobacterium~phage~Phelemich","Unassigned","Unassigned","Unassigned","","Overlap (VC_52/VC_54)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2151",1239,"Mycobacterium~phage~Phlyer","Unassigned","Unassigned","Unassigned","","Overlap (VC_52/VC_53/VC_54)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2152",1245,"Mycobacterium~phage~Pipefish","Caudovirales","Siphoviridae","Pipefishvirus","","Overlap (VC_52/VC_53/VC_54)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2153",1265,"Mycobacterium~phage~Sbash","Caudovirales","Siphoviridae","Che9cvirus","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2154",1277,"Mycobacterium~phage~Smeadley","Unassigned","Unassigned","Unassigned","","Overlap (VC_271/VC_272)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2155",1283,"Mycobacterium~phage~Sparky","Unassigned","Unassigned","Unassigned","","Overlap (VC_258/VC_299)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2156",1286,"Mycobacterium~phage~Stinger","Caudovirales","Siphoviridae","Coopervirus","","Overlap (VC_52/VC_54)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2157",1289,"Mycobacterium~phage~Swirley","Unassigned","Unassigned","Unassigned","","Overlap (VC_271/VC_272)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2158",1294,"Mycobacterium~phage~Theia","Unassigned","Unassigned","Unassigned","","Overlap (VC_271/VC_272)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2159",1309,"Mycobacterium~phage~UnionJack","Unassigned","Unassigned","Unassigned","","Overlap (VC_271/VC_272)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2160",1312,"Mycobacterium~phage~Vincenzo","Caudovirales","Siphoviridae","Coopervirus","","Overlap (VC_52/VC_54)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2161",1330,"Mycobacterium~virus~Acadian","Caudovirales","Siphoviridae","Acadianvirus","","Overlap (VC_52/VC_54)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2162",1335,"Mycobacterium~virus~Babsiella","Caudovirales","Siphoviridae","Brujitavirus","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2163",1340,"Mycobacterium~virus~Brujita","Caudovirales","Siphoviridae","Brujitavirus","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2164",1347,"Mycobacterium~virus~Che9c","Caudovirales","Siphoviridae","Che9cvirus","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2165",1382,"Mycoplasma~phage~MAV1","Unassigned","Unassigned","Unassigned","","Singleton",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2166",1383,"Mycoplasma~phage~phiMFV1","Unassigned","Unassigned","Unassigned","","Singleton",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2167",1384,"Mycoplasma~virus~P1","Caudovirales","Podoviridae","Unassigned","","Singleton",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2168",1385,"Myxococcus~phage~Mx8","Unassigned","Unassigned","Unassigned","","Singleton",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2169",1386,"Natrialba~phage~PhiCh1","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2170",1387,"Nitrincola~phage~1M3-16","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2171",1388,"Nocardia~phage~NBR1","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2172",1394,"P10049_Klebsiella","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2173",1401,"P12226_Pseudomonas","Unassigned","Unassigned","Unassigned","","Overlap (VC_67/VC_82)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2174",1403,"P12508_Pseudomonas","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2175",1404,"P12918_Pseudomonas","Unassigned","Unassigned","Unassigned","","Overlap (VC_62/VC_302)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2176",1407,"P13172_Pseudomonas","Unassigned","Unassigned","Unassigned","","Overlap (VC_62/VC_302)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2177",1409,"P14177_Clostridium","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2178",1411,"P14383_Klebsiella","Unassigned","Unassigned","Unassigned","","Overlap (VC_63/VC_136/VC_169/VC_226)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2179",1412,"P14464_Pseudomonas","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2180",1416,"P15812_Lactococcus","Unassigned","Unassigned","Unassigned","","Overlap (VC_104/VC_285)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2181",1417,"P15860_Lactococcus","Unassigned","Unassigned","Unassigned","","Overlap (VC_104/VC_285)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2182",1420,"P16805_Klebsiella","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2183",1425,"P17275_Pseudomonas","Unassigned","Unassigned","Unassigned","","Overlap (VC_172/VC_225)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2184",1431,"P19477_Klebsiella","Unassigned","Unassigned","Unassigned","","Singleton",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2185",1433,"P19805_Klebsiella","Unassigned","Unassigned","Unassigned","","Overlap (VC_136/VC_169/VC_226)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2186",1435,"P20658_Clostridium","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2187",1436,"P20675_Clostridium","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2188",1437,"P21088_Pseudomonas","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2189",1444,"P22428_Klebsiella","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2190",1450,"P24167_Klebsiella","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2191",1458,"P26187_Pseudomonas","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2192",1462,"P26674_Clostridium","Unassigned","Unassigned","Unassigned","","Singleton",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2193",1468,"P28215_Pseudomonas","Unassigned","Unassigned","Unassigned","","Overlap (VC_67/VC_82)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2194",1470,"P28344_Klebsiella","Unassigned","Unassigned","Unassigned","","Overlap (VC_63/VC_136/VC_169/VC_226)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2195",1472,"P2892_Pseudomonas","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2196",1473,"P29109_Pseudomonas","Unassigned","Unassigned","Unassigned","","Overlap (VC_302/VC_303)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2197",1476,"P30075_Klebsiella","Unassigned","Unassigned","Unassigned","","Overlap (VC_63/VC_136/VC_169)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2198",1478,"P31821_Pseudomonas","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
